,position,token,information_gain,total_ocurences,total_flaky_occurences,total_nonflaky_occurences
8387,8387,'exit actions should be called when stopping a machine',0.0,0,0,0
8388,8388,'exit: A',0.0,0,0,0
8389,8389,'exit: A.A1',0.0,0,0,0
8390,8390,'exit: A.A2',0.0,0,0,0
8391,8391,'exit: A.A2.A2_child',0.0,0,0,0
8392,8392,'exit: __root__',0.0,0,0,0
8393,8393,'exit: a',0.0,0,0,0
8394,8394,'exit: a.a1',0.0,0,0,0
8395,8395,'exit: a.a1.a11',0.0,0,0,0
8396,8396,'exit: a.a2',0.0,0,0,0
8397,8397,'exit: a.child_a',0.0,0,0,0
8398,8398,'exit: b',0.0,0,0,0
8399,8399,'exit: b.child_b',0.0,0,0,0
8400,8400,'exit: loaded',0.0,0,0,0
8401,8401,'exit: loaded.idle',0.0,0,0,0
8402,8402,'exit: ready',0.0,0,0,0
8403,8403,'exit: ready.camera',0.0,0,0,0
8404,8404,'exit: ready.camera.on',0.0,0,0,0
8405,8405,'exit: ready.devicesInfo',0.0,0,0,0
8406,8406,'exitGreen',0.0,0,0,0
8407,8407,'exit_a',0.0,0,0,0
8408,8408,'exit_a1',0.0,0,0,0
8409,8409,'exit_a3_fn',0.0,0,0,0
8410,8410,'exit_b1',0.0,0,0,0
8411,8411,'exit_green',0.0,0,0,0
8412,8412,'exit_red',0.0,0,0,0
8413,8413,'exit_walk',0.0,0,0,0
8414,8414,'exit_yellow',0.0,0,0,0
8415,8415,'expandDefaultComponent() replace placeholders with component name',0.0,0,0,0
8416,8416,'experimental-edge',0.0,0,0,0
8417,8417,'explicit preference overrides range match',0.0,0,0,0
8418,8418,"'export array:4,5,6'",0.0,0,0,0
8419,8419,'export config with AsExpression',0.0,0,0,0
8420,8420,'export config with type annotation',0.0,0,0,0
8421,8421,'export const config = {} as PageConfig;',0.0,0,0,0
8422,8422,'export const config: PageConfig = {};',0.0,0,0,0
8423,8423,'export const config={};',0.0,0,0,0
8424,8424,'export named:named',0.0,0,0,0
8425,8425,'export object:{x:1}',0.0,0,0,0
8426,8426,'export value:123',0.0,0,0,0
8427,8427,'export {}',0.0,0,0,0
8428,8428,'export',0.0,0,0,0
8429,8429,'extends boolean key',0.0,0,0,0
8430,8430,'extends number key',0.0,0,0,0
8431,8431,'extends partial array of objects',0.0,0,0,0
8432,8432,'extends partially serializable array key',0.0,0,0,0
8433,8433,'extends partially serializable object key',0.0,0,0,0
8434,8434,'extends serializable object key',0.0,0,0,0
8435,8435,'extends string key',0.0,0,0,0
8436,8436,'external',0.0,0,0,0
8437,8437,'extra layout default | Layout',0.0,0,0,0
8438,8438,'extracts all the assets from the bundle',0.0,0,0,0
8439,8439,'eyJwYXRoIjoiL3BhdGgvdG8vZml4dHVyZS5qcyIsIm5hbWUiOiJmaXJzdCJ9',0.0,0,0,0
8440,8440,'facebookexternalhit/1.0 (+http://www.facebook.com/externalhit_uatext.php)',0.0,0,0,0
8441,8441,'fadeInGreen',0.0,0,0,0
8442,8442,'fails getting if cache is not loaded',0.0,0,0,0
8443,8443,'fails setting if cache is not loaded',0.0,0,0,0
8444,8444,'failure',0.0,0,0,0
8445,8445,'fake',0.0,0,0,0
8446,8446,'fake-analytics-id',0.0,0,0,0
8447,8447,'fakeId',0.0,0,0,0
8448,8448,'favicon',0.0,0,0,0
8449,8449,'favors the browser export',0.0,0,0,0
8450,8450,'feedback',0.0,0,0,0
8451,8451,'fetch',0.0,0,0,0
8452,8452,'fetch-no-cache/page.js',0.0,0,0,0
8453,8453,'fetchMachine',0.0,0,0,0
8454,8454,'fetchPriority',0.0,0,0,0
8455,8455,'fetchSmth',0.0,0,0,0
8456,8456,'fifteen',0.0,0,0,0
8457,8457,'file path',0.0,0,0,0
8458,8458,'file:///someA/pathB?fooC=barD#hashE',0.0,0,0,0
8459,8459,'finds the shortest paths from a state to another state',0.0,0,0,0
8460,8460,'finds the shortest paths to a state without continuing traversal from that state',0.0,0,0,0
8461,8461,'finish',0.0,0,0,0
8462,8462,'finish_one',0.0,0,0,0
8463,8463,'finish_two',0.0,0,0,0
8464,8464,'first state',0.0,0,0,0
8465,8465,'five item array',0.0,0,0,0
8466,8466,'five',0.0,0,0,0
8467,8467,'fixture locked',0.0,0,0,0
8468,8468,'flattens fixture tree',0.0,0,0,0
8469,8469,'flight/[slug]/[slug2]/page.js',0.0,0,0,0
8470,8470,'fn: (e) => console.log(e)',0.0,0,0,0
8471,8471,'fn: PropTypes.func',0.0,0,0,0
8472,8472,'fn: null',0.0,0,0,0
8473,8473,'fn: undefined',0.0,0,0,0
8474,8474,'focusableChildren',0.0,0,0,0
8475,8475,'focusout',0.0,0,0,0
8476,8476,'font without preloadable subsets',0.0,0,0,0
8477,8477,'font without size adjust',0.0,0,0,0
8478,8478,'font-size',0.0,0,0,0
8479,8479,'fonts.js',0.0,0,0,0
8480,8480,'foo slot',0.0,0,0,0
8481,8481,'foo.bar',0.0,0,0,0
8482,8482,'foo.bar.baz.quo',0.0,0,0,0
8483,8483,'foo.client',0.0,0,0,0
8484,8484,'foo.false.baz',0.0,0,0,0
8485,8485,'foo/*.js',0.0,0,0,0
8486,8486,"'foo: ""bar"" | number'",0.0,0,0,0
8487,8487,"'foo: ""bar""'",0.0,0,0,0
8488,8488,'foo: () => void',0.0,0,0,0
8489,8489,"'foo: PropTypes.shape({bar: PropTypes.number.isRequired, baz: PropTypes.any})'",0.0,0,0,0
8490,8490,'foo: React.ReactNode',0.0,0,0,0
8491,8491,"'foo: [""bar"", number]'",0.0,0,0,0
8492,8492,'foo: string',0.0,0,0,0
8493,8493,'foo: { bar: string }',0.0,0,0,0
8494,8494,"'foo=; Path=/; Expires=Thu, 01 Jan 1970 00:00:00 GMT, fooz=; Path=/; Expires=Thu, 01 Jan 1970 00:00:00 GMT'",0.0,0,0,0
8495,8495,"'foo=; Path=/; Expires=Thu, 01 Jan 1970 00:00:00 GMT, fooz=barz; Path=/'",0.0,0,0,0
8496,8496,'foo=bar; Path=/',0.0,0,0,0
8497,8497,"'foo=bar; Path=/, fooz=barz; Path=/'",0.0,0,0,0
8498,8498,"'foo=bar; Path=/test, fooz=barz; Path=/test2'",0.0,0,0,0
8499,8499,'foo=foo1; Path=/',0.0,0,0,0
8500,8500,"'foo?: ""bar""'",0.0,0,0,0
8501,8501,'foo?: string',0.0,0,0,0
8502,8502,'fooKey',0.0,0,0,0
8503,8503,'fooProjectId',0.0,0,0,0
8504,8504,'fooValue',0.0,0,0,0
8505,8505,"'foos: PropTypes.arrayOf(PropTypes.shape({bar: PropTypes.number, baz: PropTypes.any}))'",0.0,0,0,0
8506,8506,'force-cache.html',0.0,0,0,0
8507,8507,'force-cache.rsc',0.0,0,0,0
8508,8508,'force-cache/page.js',0.0,0,0,0
8509,8509,'force-dynamic',0.0,0,0,0
8510,8510,'force-dynamic-catch-all/[slug]/[[...id]]/page.js',0.0,0,0,0
8511,8511,'force-dynamic-no-prerender/[id]/page.js',0.0,0,0,0
8512,8512,'force-dynamic-prerender/[slug]/page.js',0.0,0,0,0
8513,8513,'force-no-store/page.js',0.0,0,0,0
8514,8514,'force-static/[slug]/page.js',0.0,0,0,0
8515,8515,'force-static/first.html',0.0,0,0,0
8516,8516,'force-static/first.rsc',0.0,0,0,0
8517,8517,'force-static/page.js',0.0,0,0,0
8518,8518,'force-static/second.html',0.0,0,0,0
8519,8519,'force-static/second.rsc',0.0,0,0,0
8520,8520,'form',0.0,0,0,0
8521,8521,'formData',0.0,0,0,0
8522,8522,'format has been changed',0.0,0,0,0
8523,8523,'format-detection',0.0,0,0,0
8524,8524,'formats correctly the trailingSlash for root pages',0.0,0,0,0
8525,8525,'four item array',0.0,0,0,0
8526,8526,'fourteen',0.0,0,0,0
8527,8527,'framework',0.0,0,0,0
8528,8528,'frameworks',0.0,0,0,0
8529,8529,'frm',0.0,0,0,0
8530,8530,"'from-middleware=1; Path=/, hello=From API'",0.0,0,0,0
8531,8531,"'from-middleware=1; Path=/, hello=From%20API; Path=/'",0.0,0,0,0
8532,8532,'from-node-module',0.0,0,0,0
8533,8533,'fs: function',0.0,0,0,0
8534,8534,'ftp://abc',0.0,0,0,0
8535,8535,'ftp://example.com/path/to/file',0.0,0,0,0
8536,8536,'ftp://example.com:42/path/to/file',0.0,0,0,0
8537,8537,'ftp://example.com:81/path/to/file',0.0,0,0,0
8538,8538,'function () {}',0.0,0,0,0
8539,8539,'function a(){console.log(typeof window)}',0.0,0,0,0
8540,8540,'g-y 1',0.0,0,0,0
8541,8541,'g-y 2',0.0,0,0,0
8542,8542,'geist',0.0,0,0,0
8543,8543,'gen-params-dynamic-revalidate/[slug]/page.js',0.0,0,0,0
8544,8544,'gen-params-dynamic-revalidate/one.html',0.0,0,0,0
8545,8545,'gen-params-dynamic-revalidate/one.rsc',0.0,0,0,0
8546,8546,'gen-params-dynamic/[slug]',0.0,0,0,0
8547,8547,'gen-params-dynamic/[slug]/page.js',0.0,0,0,0
8548,8548,'general',0.0,0,0,0
8549,8549,'generates an adjacency list',0.0,0,0,0
8550,8550,'geo.city',0.0,0,0,0
8551,8551,'get',0.0,0,0,0
8552,8552,'getBoundingClientRect',0.0,0,0,0
8553,8553,'getComponentFiles() should accept components as a function that returns absolute paths',0.0,0,0,0
8554,8554,'getComponentFiles() should accept components as a function that returns file names',0.0,0,0,0
8555,8555,'getComponentFiles() should accept components as a glob',0.0,0,0,0
8556,8556,'getComponentFiles() should accept components as an array of file names',0.0,0,0,0
8557,8557,'getComponentFiles() should ignore specified patterns',0.0,0,0,0
8558,8558,'getComponentFiles() should return an empty array if components is null',0.0,0,0,0
8559,8559,"'getComponentFiles() should throw if components is not a function, array or a string'",0.0,0,0,0
8560,8560,'getComponentFilesFromSections() should ignore specified patterns',0.0,0,0,0
8561,8561,'getComponentFilesFromSections() should return a list of files',0.0,0,0,0
8562,8562,'getComponents() should return an object for components',0.0,0,0,0
8563,8563,'getComputedStyle',0.0,0,0,0
8564,8564,"'getComputedStyle(document.querySelector(""#app-open-sans"")).fontFamily'",0.0,0,0,0
8565,8565,"'getComputedStyle(document.querySelector(""#app-open-sans"")).fontStyle'",0.0,0,0,0
8566,8566,"'getComputedStyle(document.querySelector(""#app-open-sans"")).fontWeight'",0.0,0,0,0
8567,8567,"'getComputedStyle(document.querySelector(""#client-comp"")).fontFamily'",0.0,0,0,0
8568,8568,"'getComputedStyle(document.querySelector(""#client-comp"")).fontStyle'",0.0,0,0,0
8569,8569,"'getComputedStyle(document.querySelector(""#client-comp"")).fontWeight'",0.0,0,0,0
8570,8570,"'getComputedStyle(document.querySelector(""#client-layout"")).fontFamily'",0.0,0,0,0
8571,8571,"'getComputedStyle(document.querySelector(""#client-layout"")).fontStyle'",0.0,0,0,0
8572,8572,"'getComputedStyle(document.querySelector(""#client-layout"")).fontWeight'",0.0,0,0,0
8573,8573,"'getComputedStyle(document.querySelector(""#client-page"")).fontFamily'",0.0,0,0,0
8574,8574,"'getComputedStyle(document.querySelector(""#client-page"")).fontStyle'",0.0,0,0,0
8575,8575,"'getComputedStyle(document.querySelector(""#client-page"")).fontWeight'",0.0,0,0,0
8576,8576,"'getComputedStyle(document.querySelector(""#comp-with-fonts-inter"")).fontFamily'",0.0,0,0,0
8577,8577,"'getComputedStyle(document.querySelector(""#comp-with-fonts-inter"")).fontStyle'",0.0,0,0,0
8578,8578,"'getComputedStyle(document.querySelector(""#comp-with-fonts-inter"")).fontWeight'",0.0,0,0,0
8579,8579,"'getComputedStyle(document.querySelector(""#comp-with-fonts-roboto"")).fontFamily'",0.0,0,0,0
8580,8580,"'getComputedStyle(document.querySelector(""#comp-with-fonts-roboto"")).fontStyle'",0.0,0,0,0
8581,8581,"'getComputedStyle(document.querySelector(""#comp-with-fonts-roboto"")).fontWeight'",0.0,0,0,0
8582,8582,"'getComputedStyle(document.querySelector(""#root-comp"")).fontFamily'",0.0,0,0,0
8583,8583,"'getComputedStyle(document.querySelector(""#root-comp"")).fontStyle'",0.0,0,0,0
8584,8584,"'getComputedStyle(document.querySelector(""#root-comp"")).fontWeight'",0.0,0,0,0
8585,8585,"'getComputedStyle(document.querySelector(""#root-layout"")).fontFamily'",0.0,0,0,0
8586,8586,"'getComputedStyle(document.querySelector(""#root-layout"")).fontStyle'",0.0,0,0,0
8587,8587,"'getComputedStyle(document.querySelector(""#root-layout"")).fontWeight'",0.0,0,0,0
8588,8588,"'getComputedStyle(document.querySelector(""#root-page"")).fontFamily'",0.0,0,0,0
8589,8589,"'getComputedStyle(document.querySelector(""#root-page"")).fontStyle'",0.0,0,0,0
8590,8590,"'getComputedStyle(document.querySelector(""#root-page"")).fontWeight'",0.0,0,0,0
8591,8591,"'getComputedStyle(document.querySelector(""#variables-fira-code"")).fontFamily'",0.0,0,0,0
8592,8592,"'getComputedStyle(document.querySelector(""#variables-local-font"")).fontFamily'",0.0,0,0,0
8593,8593,"'getComputedStyle(document.querySelector(""#variables-roboto-100-italic"")).fontFamily'",0.0,0,0,0
8594,8594,"'getComputedStyle(document.querySelector(""#with-fallback-fonts-classname"")).fontFamily'",0.0,0,0,0
8595,8595,"'getComputedStyle(document.querySelector(""#with-fallback-fonts-style"")).fontFamily'",0.0,0,0,0
8596,8596,"'getComputedStyle(document.querySelector(""#with-fallback-fonts-variable"")).fontFamily'",0.0,0,0,0
8597,8597,"'getComputedStyle(document.querySelector(""#with-fonts-open-sans"")).fontFamily'",0.0,0,0,0
8598,8598,"'getComputedStyle(document.querySelector(""#with-fonts-open-sans"")).fontStyle'",0.0,0,0,0
8599,8599,"'getComputedStyle(document.querySelector(""#with-fonts-open-sans"")).fontWeight'",0.0,0,0,0
8600,8600,"'getComputedStyle(document.querySelector(""#with-fonts-open-sans-style"")).fontStyle'",0.0,0,0,0
8601,8601,"'getComputedStyle(document.querySelector(""#with-fonts-open-sans-style"")).fontWeight'",0.0,0,0,0
8602,8602,"'getComputedStyle(document.querySelector(""#without-variables-fira-code"")).fontFamily'",0.0,0,0,0
8603,8603,"'getComputedStyle(document.querySelector(""#without-variables-local-font"")).fontFamily'",0.0,0,0,0
8604,8604,"'getComputedStyle(document.querySelector(""#without-variables-roboto-100-italic"")).fontFamily'",0.0,0,0,0
8605,8605,'getConfiguration',0.0,0,0,0
8606,8606,'getExamples() should return an empty array if component has no example file',0.0,0,0,0
8607,8607,'getExamples() should return require with examples-loader is component ha example file',0.0,0,0,0
8608,8608,'getExamples() should return require with examples-loader is component has examples',0.0,0,0,0
8609,8609,'getImageUrl',0.0,0,0,0
8610,8610,'getOffset',0.0,0,0,0
8611,8611,'getOrCreateInstance',0.0,0,0,0
8612,8612,'getPopperConfig',0.0,0,0,0
8613,8613,'getRequests()',0.0,0,0,0
8614,8614,'getRootNode',0.0,0,0,0
8615,8615,'getSections() should return an array',0.0,0,0,0
8616,8616,'getServerSideProps',0.0,0,0,0
8617,8617,'gets the correct values',0.0,0,0,0
8618,8618,'gets the proper display name of a component',0.0,0,0,0
8619,8619,'given a config object must override data attributes',0.0,0,0,0
8620,8620,'global Headers should return true when undici is used',0.0,0,0,0
8621,8621,'global Request should return true when undici is used',0.0,0,0,0
8622,8622,'global Response should return true when undici is used',0.0,0,0,0
8623,8623,'global fetch should return true when undici is used',0.0,0,0,0
8624,8624,'global',0.0,0,0,0
8625,8625,'go-to-hello-world-anchor',0.0,0,0,0
8626,8626,'gone',0.0,0,0,0
8627,8627,'goodbye',0.0,0,0,0
8628,8628,'google fonts with multiple weights/styles',0.0,0,0,0
8629,8629,'google',0.0,0,0,0
8630,8630,'google-fetch-error/pages',0.0,0,0,0
8631,8631,'google-site-verification',0.0,0,0,0
8632,8632,"'got: hello, world.'",0.0,0,0,0
8633,8633,'grandchild',0.0,0,0,0
8634,8634,'gsp',0.0,0,0,0
8635,8635,'guard predicates should be able to be referenced from a function',0.0,0,0,0
8636,8636,'guard predicates should be able to be referenced from a string',0.0,0,0,0
8637,8637,'guard predicates should be able to be referenced from an object',0.0,0,0,0
8638,8638,'guardFn',0.0,0,0,0
8639,8639,'h2',0.0,0,0,0
8640,8640,'h3',0.0,0,0,0
8641,8641,'h5',0.0,0,0,0
8642,8642,'handleSuccess',0.0,0,0,0
8643,8643,'handles escalated errors as an expression',0.0,0,0,0
8644,8644,'handles escalated errors',0.0,0,0,0
8645,8645,'handles event cases',0.0,0,0,0
8646,8646,'handles non-plain object props',0.0,0,0,0
8647,8647,'handles null and undefined props',0.0,0,0,0
8648,8648,'has cookie',0.0,0,0,0
8649,8649,'has view code button',0.0,0,0,0
8650,8650,'has-match-2',0.0,0,0,0
8651,8651,'has-match-3',0.0,0,0,0
8652,8652,'hasHeader',0.0,0,0,0
8653,8653,'hasSidebar',0.0,0,0,0
8654,8654,'hashChangeComplete',0.0,0,0,0
8655,8655,'hashChangeStart',0.0,0,0,0
8656,8656,"'head > link[rel=""apple-touch-icon""]'",0.0,0,0,0
8657,8657,"'head > link[rel=""icon""]'",0.0,0,0,0
8658,8658,"'head > link[rel=""icon""][type!=""image/x-icon""]'",0.0,0,0,0
8659,8659,'head meta[itemProp]',0.0,0,0,0
8660,8660,"'head meta[name=""theme-color""]'",0.0,0,0,0
8661,8661,'head script[defer]',0.0,0,0,0
8662,8662,'head title',0.0,0,0,0
8663,8663,'head',0.0,0,0,0
8664,8664,'header meta[itemProp]',0.0,0,0,0
8665,8665,'header',0.0,0,0,0
8666,8666,'header:test-util',0.0,0,0,0
8667,8667,'heading',0.0,0,0,0
8668,8668,'height',0.0,0,0,0
8669,8669,'hello ',0.0,0,0,0
8670,8670,'hello dashboard/page!',0.0,0,0,0
8671,8671,'hello from another',0.0,0,0,0
8672,8672,'hello from app/client-component-route. count: 0',0.0,0,0,0
8673,8673,'hello from app/client-component-route. count: 1',0.0,0,0,0
8674,8674,'hello from app/client-nested',0.0,0,0,0
8675,8675,'hello from app/dashboard',0.0,0,0,0
8676,8676,'hello from app/dashboard/(custom)/deployments/breakdown',0.0,0,0,0
8677,8677,'hello from app/dashboard/changelog',0.0,0,0,0
8678,8678,'hello from app/dashboard/deployments/[id]. ID is: 123',0.0,0,0,0
8679,8679,'hello from app/dashboard/index',0.0,0,0,0
8680,8680,'hello from app/dashboard/integrations',0.0,0,0,0
8681,8681,'hello from app/shared-component-route',0.0,0,0,0
8682,8682,'hello from app/should-not-serve-client',0.0,0,0,0
8683,8683,'hello from app/should-not-serve-server',0.0,0,0,0
8684,8684,'hello from gssp',0.0,0,0,0
8685,8685,'hello from layout',0.0,0,0,0
8686,8686,'hello from middleware',0.0,0,0,0
8687,8687,'hello from newroot/dashboard/another',0.0,0,0,0
8688,8688,'hello from page',0.0,0,0,0
8689,8689,'hello from pages/blog/[slug]',0.0,0,0,0
8690,8690,'hello from pages/index',0.0,0,0,0
8691,8691,'hello from slow layout',0.0,0,0,0
8692,8692,'hello nextjs',0.0,0,0,0
8693,8693,'hello world from /nested',0.0,0,0,0
8694,8694,'hello world!!',0.0,0,0,0
8695,8695,"'hello, world'",0.0,0,0,0
8696,8696,"'hello, world.'",0.0,0,0,0
8697,8697,'hello-world',0.0,0,0,0
8698,8698,'hello123',0.0,0,0,0
8699,8699,'hellooo',0.0,0,0,0
8700,8700,'hi fallback',0.0,0,0,0
8701,8701,'hi',0.0,0,0,0
8702,8702,'hidden event should not be triggered if hide is prevented',0.0,0,0,0
8703,8703,'hidden.bs.modal',0.0,0,0,0
8704,8704,'hidden.bs.offcanvas',0.0,0,0,0
8705,8705,'hidden.bs.popover',0.0,0,0,0
8706,8706,'hidden.bs.tab',0.0,0,0,0
8707,8707,'hidden.bs.toast',0.0,0,0,0
8708,8708,'hidden.bs.tooltip',0.0,0,0,0
8709,8709,'hide',0.0,0,0,0
8710,8710,'hide.bs.collapse',0.0,0,0,0
8711,8711,'hide.bs.dropdown',0.0,0,0,0
8712,8712,'hide.bs.modal',0.0,0,0,0
8713,8713,'hide.bs.offcanvas',0.0,0,0,0
8714,8714,'hide.bs.tab',0.0,0,0,0
8715,8715,'hide.bs.toast',0.0,0,0,0
8716,8716,'hide.bs.tooltip',0.0,0,0,0
8717,8717,'hideFunction',0.0,0,0,0
8718,8718,'hidePrevented',0.0,0,0,0
8719,8719,'hidePrevented.bs.offcanvas',0.0,0,0,0
8720,8720,'hides fixture suffix',0.0,0,0,0
8721,8721,'hides nested fixture suffix',0.0,0,0,0
8722,8722,'high',0.0,0,0,0
8723,8723,'history',0.0,0,0,0
8724,8724,'hit: 1',0.0,0,0,0
8725,8725,'hit: 2',0.0,0,0,0
8726,8726,'hobbit',0.0,0,0,0
8727,8727,'home',0.0,0,0,0
8728,8728,'home-link',0.0,0,0,0
8729,8729,'homepage',0.0,0,0,0
8730,8730,'hooks/use-pathname/[slug]/page.js',0.0,0,0,0
8731,8731,'hooks/use-pathname/slug.html',0.0,0,0,0
8732,8732,'hooks/use-pathname/slug.rsc',0.0,0,0,0
8733,8733,'hooks/use-search-params.html',0.0,0,0,0
8734,8734,'hooks/use-search-params.rsc',0.0,0,0,0
8735,8735,'hooks/use-search-params/force-static.html',0.0,0,0,0
8736,8736,'hooks/use-search-params/force-static.rsc',0.0,0,0,0
8737,8737,'hooks/use-search-params/force-static/page.js',0.0,0,0,0
8738,8738,'hooks/use-search-params/page.js',0.0,0,0,0
8739,8739,'hooks/use-search-params/with-suspense.html',0.0,0,0,0
8740,8740,'hooks/use-search-params/with-suspense.rsc',0.0,0,0,0
8741,8741,'hooks/use-search-params/with-suspense/page.js',0.0,0,0,0
8742,8742,'hover.bs.carousel',0.0,0,0,0
8743,8743,"'href=""/apple-icon-x3.png""'",0.0,0,0,0
8744,8744,"'href=""/assets/startup/apple-touch-startup-image-1536x2008.png""'",0.0,0,0,0
8745,8745,"'href=""/assets/startup/apple-touch-startup-image-768x1004.png""'",0.0,0,0,0
8746,8746,"'href=""javascript:alert(7)'",0.0,0,0,0
8747,8747,"'hreflang=""de-DE""'",0.0,0,0,0
8748,8748,"'hreflang=""en-US""'",0.0,0,0,0
8749,8749,'html',0.0,0,0,0
8750,8750,'http:',0.0,0,0,0
8751,8751,'http:///localhost:3000/api',0.0,0,0,0
8752,8752,'http://127.0.0.1',0.0,0,0,0
8753,8753,'http://127.0.0.1:3000',0.0,0,0,0
8754,8754,'http://127.0.0.1:3000/hello',0.0,0,0,0
8755,8755,'http://127.0.1.0:3000/hello',0.0,0,0,0
8756,8756,'http://::1:3000/hello',0.0,0,0,0
8757,8757,'http://JavaScript/my.js',0.0,0,0,0
8758,8758,'http://abc',0.0,0,0,0
8759,8759,'http://example.com',0.0,0,0,0
8760,8760,'http://example.com/path/to/file',0.0,0,0,0
8761,8761,'http://example.com/styleguide/#!/FooBar',0.0,0,0,0
8762,8762,'http://example.com/styleguide/#!/FooBar/3',0.0,0,0,0
8763,8763,'http://example.com/styleguide/#foobar',0.0,0,0,0
8764,8764,'http://example.com/styleguide/',0.0,0,0,0
8765,8765,'http://example.com/styleguide/?nochrome#!/FooBar',0.0,0,0,0
8766,8766,'http://example.com:3210/someF/pathG?fooH=barI#hashJ',0.0,0,0,0
8767,8767,'http://example.com:42/path/to/file',0.0,0,0,0
8768,8768,'http://example.com:81/path/to/file',0.0,0,0,0
8769,8769,'http://foo.com/bar',0.0,0,0,0
8770,8770,'http://google.com/someF/pathG?fooH=barI#hashJ',0.0,0,0,0
8771,8771,'http://localhost',0.0,0,0,0
8772,8772,'http://localhost.com',0.0,0,0,0
8773,8773,'http://localhost.com/example?foo=bar',0.0,0,0,0
8774,8774,'http://localhost/about?param1=value1',0.0,0,0,0
8775,8775,'http://localhost/es/bar',0.0,0,0,0
8776,8776,'http://localhost/root-test/es/test',0.0,0,0,0
8777,8777,'http://localhost/root/bar',0.0,0,0,0
8778,8778,'http://localhost/root/en/bar',0.0,0,0,0
8779,8779,'http://localhost/root/es/bar',0.0,0,0,0
8780,8780,'http://localhost/root/example',0.0,0,0,0
8781,8781,'http://localhost/root/fr/bar',0.0,0,0,0
8782,8782,'http://localhost:',0.0,0,0,0
8783,8783,'http://localhost:3000/_next/data/1234/abc.json',0.0,0,0,0
8784,8784,'http://localhost:3000/_next/data/1234/en/hello.json',0.0,0,0,0
8785,8785,'http://localhost:3000/_next/data/development/en/foo.json',0.0,0,0,0
8786,8786,'http://localhost:3000/_next/data/development/en/hello.json',0.0,0,0,0
8787,8787,'http://localhost:3000/_next/data/development/index.json',0.0,0,0,0
8788,8788,'http://localhost:3000/about?param1=value1',0.0,0,0,0
8789,8789,'http://localhost:3000/api',0.0,0,0,0
8790,8790,'http://localhost:3000/api/hello',0.0,0,0,0
8791,8791,'http://localhost:3000/docs/_next/data/1234/abc.json',0.0,0,0,0
8792,8792,'http://localhost:3000/dynamic',0.0,0,0,0
8793,8793,'http://localhost:3000/es',0.0,0,0,0
8794,8794,'http://localhost:3000/es/',0.0,0,0,0
8795,8795,'http://localhost:3000/hello',0.0,0,0,0
8796,8796,'http://localhost:3000/hihi?param1=value1',0.0,0,0,0
8797,8797,'http://localhost:5000',0.0,0,0,0
8798,8798,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22%2Fpath%2Fto%2Ffixture.js%22%2C%22name%22%3A%22first%22%7D&locked=true',0.0,0,0,0
8799,8799,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22%2Fpath%2Fto%2Ffixture.js%22%2C%22name%22%3A%22first%22%7D',0.0,0,0,0
8800,8800,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22src%2FCounter.fixture.tsx%22%2C%22name%22%3A%22default%22%7D',0.0,0,0,0
8801,8801,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22src%2FCounter.fixture.tsx%22%2C%22name%22%3A%22large+number%22%7D',0.0,0,0,0
8802,8802,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22src%2FCounter.fixture.tsx%22%2C%22name%22%3A%22small+number%22%7D',0.0,0,0,0
8803,8803,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22src%2FCounterButton.fixture.tsx%22%7D',0.0,0,0,0
8804,8804,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22src%2FWelcomeMessage%2FWelcomeMessage.fixture.tsx%22%7D',0.0,0,0,0
8805,8805,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22src%2F__fixtures__%2Fcontrols%2FCustom+Panel.tsx%22%7D',0.0,0,0,0
8806,8806,'http://localhost:5000/?fixtureId=%7B%22path%22%3A%22src%2F__fixtures__%2Fcontrols%2FProps+Panel.tsx%22%7D',0.0,0,0,0
8807,8807,'http://localhost:5000/cosmos/eyJwYXRoIjoiL3BhdGgvdG8vZml4dHVyZS5qcyIsIm5hbWUiOiJmaXJzdCJ9',0.0,0,0,0
8808,8808,'http://localhost:5000/cosmos/eyJwYXRoIjoiL3BhdGgvdG8vZml4dHVyZS5qcyIsIm5hbWUiOiJmaXJzdCJ9?locked=true',0.0,0,0,0
8809,8809,'http://localhost:5000/cosmos/index',0.0,0,0,0
8810,8810,'http://localhost:5000/eyJwYXRoIjoiL3BhdGgvdG8vZml4dHVyZS5qcyIsIm5hbWUiOiJmaXJzdCJ9',0.0,0,0,0
8811,8811,'http://localhost:5000/eyJwYXRoIjoiL3BhdGgvdG8vZml4dHVyZS5qcyIsIm5hbWUiOiJmaXJzdCJ9?locked=true',0.0,0,0,0
8812,8812,'http://localhost:5000/index',0.0,0,0,0
8813,8813,'http://localhost:5000/renderer.html',0.0,0,0,0
8814,8814,'http://localhost:5000/renderer.html?fixtureId=%7B%22path%22%3A%22%2Fpath%2Fto%2Ffixture.js%22%2C%22name%22%3A%22first%22%7D&locked=true',0.0,0,0,0
